domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
feedthefuture.gov,23285,46569,18778,1.9999570538973588,144.3840669959201,23285
hoover.archives.gov,23285,168249,26289,7.225638823276787,195.8346145587288,24036
mrlc.gov,23285,79618,9013,3.419282800085892,315.5740176079021,23285
neworleans.va.gov,23285,60089,11267,2.580588361606184,111.5783122181662,22533
np.usembassy.gov,23285,54080,17276,2.3225252308353017,127.02958986471978,21782
volunteer.va.gov,23285,44316,21031,1.9031994846467684,223.7050032209577,22533
globalchange.gov,22533,76614,17276,3.4000798828385035,282.1050015532774,22533
indianapolis.va.gov,22533,41311,16524,1.8333555230106955,127.6689300137576,23285
my.usembassy.gov,22533,76614,18778,3.4000798828385035,354.80628411662894,21782
oedci.uspto.gov,22533,265894,13520,11.800204145031731,638.2779478986375,21031
pittsburgh.va.gov,22533,41311,19529,1.8333555230106955,152.40269826476722,21031
portland.va.gov,22533,43565,20280,1.9333865885590023,67.80118049083566,23285
solarscience.msfc.nasa.gov,22533,57085,21031,2.533395464429947,365.3064838237252,23285
telework.gov,22533,58587,18027,2.600053255225669,275.80486397727776,22533
vsc.gsa.gov,22533,70605,10516,3.133404340300892,120.00213020902676,27040
baypines.va.gov,21782,45818,21031,2.1034799375631255,84.55284179597832,22533
blog.usaid.gov,21782,27791,19529,1.2758699843907815,35.34528509778716,22533
caribbean-florida.water.usgs.gov,21782,27040,751,1.2413919750252502,143.6915342943715,20280
cz.usembassy.gov,21782,63094,15022,2.8966118813699384,131.0016986502617,21782
dlmf.nist.gov,21782,131445,15773,6.034569828298595,488.59259939399504,21782
ecom-cat.usps.com,21782,72107,8262,3.3103939032228444,23.276145441189975,24036
hines.va.gov,21782,40560,15773,1.8620879625378752,145.51914424754384,22533
houston.va.gov,21782,37556,17276,1.7241759250757507,147.86401616013222,21782
nssc.nasa.gov,21782,159236,15773,7.310439812689377,410.38467542007163,21031
oceantoday.noaa.gov,21782,45818,18778,2.1034799375631255,242.65834175006887,22533
orlando.va.gov,21782,42062,15773,1.9310439812689377,93.75984758057112,22533
prod-earthquake.cr.usgs.gov,21782,54080,1502,2.4827839500505005,397.0397116885502,21782
spanish.bogota.usembassy.gov,21782,30796,7511,1.413827931319438,336.7975392525939,12769
unicor.gov,21782,198294,18027,9.103571756496189,279.96919474795703,21782
valor.defense.gov,21782,29293,20280,1.3448260031218437,19.276099531723442,21782
wdr.doleta.gov,21782,57085,13520,2.620741896979157,224.48572215590855,21782
zm.usembassy.gov,21782,63845,10516,2.9310898907354694,343.4527591589386,19529
battlecreek.va.gov,21031,26289,11267,1.2500118872141126,18.321572916171366,21031
eclipse.gsfc.nasa.gov,21031,28542,19529,1.357139460795968,67.53625600304312,21782
lasvegas.va.gov,21031,39058,18027,1.857163235224193,60.92905710617659,21031
lk.usembassy.gov,21031,51827,15773,2.464314583234273,204.96595501878178,21031
ntp.niehs.nih.gov,21031,41311,17276,1.9642908088060482,175.1800199705197,21031
nz.usembassy.gov,21031,35302,18778,1.6785697303979839,196.6087680091294,20280
phoenix.va.gov,21031,63845,17276,3.035756740050402,334.18130378964383,21031
publications.usa.gov,21031,62342,23285,2.964290808806048,67.8933954638391,22533
state.usajobs.gov,21031,72858,18027,3.464314583234273,150.53696923588987,23285
toolkit.climate.gov,21031,89382,18778,4.250011887214113,246.60914839998097,21782
training.smartpay.gsa.gov,21031,370299,11267,17.60729399457943,1024.3655556083877,21031
viewer.nationalmap.gov,21031,28542,13520,1.357139460795968,38.9646236508012,22533
women.smokefree.gov,21031,48071,20280,2.285721078408064,56.643336027768534,21031
agcensus.usda.gov,20280,78116,18027,3.8518737672583825,185.44497041420118,21031
arset.gsfc.nasa.gov,20280,100649,3004,4.962968441814596,582.6683431952663,21031
asean.usmission.gov,20280,51827,16524,2.555571992110454,294.00083826429983,20280
beta.bls.gov,20280,63094,18778,3.111143984220907,122.4448224852071,15773
challenge.gov,20280,46569,17276,2.296301775147929,91.62988165680473,20280
competition.usmint.gov,20280,34551,19529,1.703698224852071,106.22253451676528,18027
durham.va.gov,20280,45067,19529,2.2222386587771203,150.66711045364892,18027
georgewbushlibrary.smu.edu,20280,21782,19529,1.0740631163708088,6.814842209072978,20280
jobsearch.usajobs.gov,20280,33049,21782,1.6296351084812624,19.74077909270217,22533
lomalinda.va.gov,20280,46569,13520,2.296301775147929,183.00054240631164,20280
ndu.edu,20280,77365,13520,3.814842209072978,156.40784023668638,20280
nefsc.noaa.gov,20280,69854,15773,3.4444773175542407,103.48180473372781,20280
peacecorps.usajobs.gov,20280,40560,8262,2.0,40.555670611439844,20280
search.www.uscg.mil,20280,39809,12769,1.9629684418145956,57.62978303747534,21031
stlouis.va.gov,20280,38307,15022,1.888905325443787,133.07445759368835,20280
vcf.gov,20280,46569,11267,2.296301775147929,142.03747534516765,20280
westcoast.fisheries.noaa.gov,20280,36053,15773,1.7777613412228797,70.11129191321498,19529
whiteriver.va.gov,20280,32298,18027,1.592603550295858,62.148323471400396,20280
collections.nlm.nih.gov,19529,112667,16524,5.769215013569563,93.49971836755594,19529
epss.ahrq.gov,19529,208058,12018,10.653796917404884,769.036304982334,21031
eweb.sba.gov,19529,99898,11267,5.115366890265759,354.30672333452816,16524
mchb.hrsa.gov,19529,30796,15773,1.5769368631266323,57.65369450560705,20280
nigeria.usembassy.gov,19529,48822,9764,2.4999743970505404,173.19181729735266,18778
northport.va.gov,19529,41311,8262,2.1153668902657587,74.03825080649291,19529
oklahoma.va.gov,19529,30796,14271,1.5769368631266323,165.26877976342874,19529
xk.usembassy.gov,19529,49573,9764,2.5384300271391265,87.69204772389779,18778
echo.epa.gov,18778,141209,13520,7.5199169240600705,701.9937160506976,13520
era.nih.gov,18778,28542,21031,1.5199701778677175,94.63915219938225,18778
hawaiihumpbackwhale.noaa.gov,18778,82622,7511,4.3999360954308235,416.83629779529235,18778
healthymeals.fns.usda.gov,18778,27791,19529,1.4799765683246353,114.19895622537011,16524
hudoig.gov,18778,68351,17276,3.6399510064969647,318.3571732878901,18778
indianaffairs.gov,18778,28542,14271,1.5199701778677175,150.07865587389497,18027
iono.jpl.nasa.gov,18778,20280,8262,1.0799872190861646,0.24001491106614123,18778
jointmission.gsfc.nasa.gov,18778,36053,5258,1.919959527106188,63.359409947811265,18027
philadelphia.va.gov,18778,35302,16524,1.8799659175631058,58.03946107146661,18778
science.gsfc.nasa.gov,18778,62342,18027,3.3199488763446587,87.39924379593141,18778
search.ada.gov,18778,54831,16524,2.919959527106188,198.47821919267227,5258
ssa.usajobs.gov,18778,90134,13520,4.7999786984769415,205.55815315795078,21031
aloha.gsa.gov,18027,39809,6009,2.2082986631164365,462.36778166084207,17276
chpl.healthit.gov,18027,24787,12769,1.3749930659566205,207.28845620458202,15022
govsales.gov,18027,156983,17276,8.708215454595884,564.5328673656182,18027
itcd.hq.nasa.gov,18027,31547,7511,1.7499861319132413,5.0416042602762525,18027
lightningsafety.noaa.gov,18027,26289,15022,1.4583125312031953,12.45814611416209,18027
nwrfc.noaa.gov,18027,20280,9013,1.1249791978698618,18.291396238974873,17276
ocrdata.ed.gov,18027,124685,9764,6.916569590059355,472.99262217784434,18027
ovc.gov,18027,42062,15022,2.3332778609862985,42.3743273977922,18027
pcmh.ahrq.gov,18027,23285,18027,1.291673600710046,19.124701836134687,18778
sandiego.va.gov,18027,32298,15022,1.7916458645365285,90.12359238919399,17276
uscirf.gov,18027,42813,13520,2.3749375936095856,192.2053586287236,18027
aircrafticing.grc.nasa.gov,17276,85627,1502,4.95641352164853,841.1547233155823,17276
astronauts.nasa.gov,17276,54080,27040,3.1303542486686733,69.60708497337346,23285
bh.usembassy.gov,17276,56333,8262,3.2607663811067376,153.86605695762907,18027
energy.usgs.gov,17276,41311,16524,2.3912363973141932,156.1268812225052,21031
espanol.stopbullying.gov,17276,24036,15773,1.3912942810835842,97.4760361194721,17276
hampton.va.gov,17276,30796,15773,1.7825885621671684,53.303137300300996,18778
maryland.va.gov,17276,48071,14271,2.7825306783977775,206.7344292660338,16524
mcc.gov,17276,49573,15773,2.8694721000231533,68.04190784903913,17276
ndupress.ndu.edu,17276,24036,15773,1.3912942810835842,16.999594813614262,17276
robotics.nasa.gov,17276,26289,15022,1.5217064135216485,46.47719379485992,16524
search.dea.gov,17276,25538,18027,1.4782357027089603,37.95566103264645,18027
tmog.uspto.gov,17276,18778,8262,1.0869414216253763,0.9130006946052327,18027
usmcservmart.gsa.gov,17276,404850,4507,23.43424403797175,1191.8423824959482,19529
www1.usgs.gov,17276,237352,1502,13.738828432507525,1127.365593887474,9764
beaconregistration.noaa.gov,16524,56333,14271,3.4091624304042605,254.23487049140644,16524
buoybay.noaa.gov,16524,35302,9764,2.136407649479545,119.50357056402808,17276
careers.occ.gov,16524,61591,9764,3.727366255144033,329.73710965867826,16524
cleveland.va.gov,16524,38307,12018,2.3182643427741465,101.59392398934882,17276
flra.gov,16524,36805,14271,2.227366255144033,350.82861292665217,16524
idcf.bls.gov,16524,112667,15022,6.818385378842895,323.46417332365047,16524
in.gov,16524,45067,15773,2.727366255144033,186.77832244008715,15773
interact.gsa.gov,16524,96894,15022,5.863834422657952,361.1471193415638,15022
j1visawaiverrecommendation.state.gov,16524,60089,6009,3.636468167513919,113.2760832728153,3004
ocio.usda.gov,16524,39809,15773,2.4091624304042605,32.13731541999516,16524
pages.nist.gov,16524,23285,13520,1.4091624304042605,37.95570079883805,15773
portalx.cbs.nist.gov,16524,35302,10516,2.136407649479545,133.82219801500847,16524
safetydata.fra.dot.gov,16524,81120,9764,4.909222948438635,420.8761801016703,16524
stcloud.va.gov,16524,25538,8262,1.5455095618494312,118.5035100459937,16524
stopfakes.gov,16524,21782,16524,1.3182038247397725,67.91109900750423,16524
vaforvets.va.gov,16524,39809,17276,2.4091624304042605,165.3231057855241,15022
bep.gov,15773,24036,13520,1.523869904266785,95.57370189564446,15022
bts.gov,15773,19529,12769,1.2381284473467318,115.52659608191213,13520
chicago.va.gov,15773,15773,10516,1.0,170.38502504279464,13520
clintonlibrary.gov,15773,33049,12769,2.095289418626767,60.19191022633614,15773
columbiasc.va.gov,15773,21031,10516,1.3333544664933747,9.333544664933747,18027
ecos.fws.gov,15773,108911,5258,6.904900779813605,502.1549483294237,15773
eisenhower.archives.gov,15773,24036,15773,1.523869904266785,128.76497812717935,16524
essearch.energystar.gov,15773,27791,14271,1.7619349521333925,90.62125150573765,17276
kz.usembassy.gov,15773,49573,11267,3.1429024282000886,71.57313130032334,15022
maps.waterdata.usgs.gov,15773,30796,12018,1.9524503899068029,353.48468902555,15022
mobile.va.gov,15773,34551,13520,2.1905154377734104,64.62061751093641,15773
myplate.gov,15773,43565,9013,2.7619983516135167,375.2471311735244,15773
newjersey.va.gov,15773,30796,14271,1.9524503899068029,96.66899131427122,15773
noaasis.noaa.gov,15773,20280,9013,1.2857414569200531,52.19172002789577,15022
northerncalifornia.va.gov,15773,33800,15022,2.1429024282000886,143.9558739618335,20280
ny.water.usgs.gov,15773,55582,6760,3.523869904266785,278.6733658783998,15022
sanfrancisco.va.gov,15773,36805,13520,2.333417865973499,140.33671463893995,15773
snaped.fns.usda.gov,15773,31547,12018,2.0000633994801245,358.1990743675902,15773
stereo.gsfc.nasa.gov,15773,49573,15773,3.1429024282000886,67.43016547264313,18027
treasuryhunt.gov,15773,33800,15022,2.1429024282000886,131.81271793571293,15773
vetcenter.va.gov,15773,22533,17276,1.4285804856400177,33.90559817409497,18027
volpe.dot.gov,15773,48822,11267,3.095289418626767,310.00748113865467,16524
wrp.gov,15773,426632,8262,27.048247004374563,1048.0728460026628,15773
acquisitionacademy.va.gov,15022,27791,10516,1.8500199707096259,307.8554786313407,15022
alumni.state.gov,15022,78116,14271,5.200106510451338,120.05212355212355,13520
beta.foreignassistance.gov,15022,24787,12018,1.6500465983224604,102.85181733457595,15022
birmingham.va.gov,15022,30796,12769,2.050059912128878,147.45260284915457,15022
cleancities.energy.gov,15022,29293,14271,1.9500066569032086,77.60138463586739,14271
coastal.er.usgs.gov,15022,33049,12018,2.2000399414192517,142.75249633870322,15773
dk.usembassy.gov,15022,40560,12018,2.7000399414192517,78.70137132206098,15773
epas.uspto.gov,15022,338001,10516,22.50039941419252,493.1087072293969,21031
esrs.gov,15022,394334,4507,26.25043269870856,1368.5242311276795,15022
home.nps.gov,15022,80369,24787,5.350086539741712,142.75249633870322,21031
irma.nps.gov,15022,28542,13520,1.9000133138064172,250.75442684063373,12018
mountainhome.va.gov,15022,20280,15022,1.3500199707096259,15.850286246837971,15773
omao.noaa.gov,15022,42062,14271,2.8000266276128345,310.15550525895355,13520
science.nature.nps.gov,15022,22533,12769,1.5,23.65044601251498,16524
search.invasivespeciesinfo.gov,15022,24036,12769,1.600053255225669,42.95073891625616,9013
vip.vetbiz.gov,15022,83374,6009,5.550126481160964,477.3084808946878,15773
visn2.va.gov,15022,18778,6760,1.2500332845160431,22.05039275728931,14271
wc3-www.identitytheft.gov,15022,15022,15022,1.0,0.0,15022
wicworks.fns.usda.gov,15022,27040,10516,1.8000266276128345,170.25302889095994,12769
wright.nasa.gov,15022,17276,14271,1.1500465983224604,71.35128478231927,15773
bulkorder.ftc.gov,14271,59338,12769,4.157942680961391,133.47508934202227,14271
columbus.va.gov,14271,28542,11267,2.0,51.52687267885923,15022
disposal.gsa.gov,14271,26289,10516,1.8421273912129494,211.3706818022563,13520
healthquality.va.gov,14271,28542,11267,2.0,125.47501926984795,14271
it.ojp.gov,14271,16524,8262,1.1578726087870506,63.79013383785299,14271
jimmycarterlibrary.gov,14271,45818,13520,3.210566883890407,165.94912760142947,14271
maine.va.gov,14271,31547,9013,2.210566883890407,172.52813397799733,11267
nhd.usgs.gov,14271,25538,9764,1.7895031882839325,71.7375797070983,14271
nnvl.noaa.gov,14271,26289,13520,1.8421273912129494,38.63198094036858,14271
reaganlibrary.archives.gov,14271,17276,11267,1.2105668838904071,106.3695606474669,12018
rehab.research.va.gov,14271,18778,12769,1.315815289748441,49.579496881788245,13520
skyview.gsfc.nasa.gov,14271,43565,12769,3.0526942751033563,317.10868194240066,14271
ssaiatlanta.usajobs.gov,14271,54831,6760,3.842127391212949,74.52708289538225,18027
staging.vets.gov,14271,67600,751,4.736878985354916,776.797771704856,14271
tt.usembassy.gov,14271,30045,15022,2.1053184780323733,106.63275173428632,15022
tucson.va.gov,14271,22533,12018,1.5789363043935254,55.6321911568916,15022
uscis.usajobs.gov,14271,66849,10516,4.684254782425898,167.6860065867844,13520
albany.va.gov,13520,21782,7511,1.611094674556213,37.444526627218934,13520
armydentalcorps.amedd.army.mil,13520,18027,7511,1.3333579881656805,114.94474852071006,13520
by.usembassy.gov,13520,18778,6760,1.388905325443787,15.722263313609467,13520
cccbdb.nist.gov,13520,71356,9013,5.277810650887574,128.66701183431954,14271
data.usgs.gov,13520,97645,6009,7.222263313609467,1815.0052514792899,12018
diversity.va.gov,13520,29293,14271,2.1666420118343197,154.66708579881657,12018
faq-es.ssa.gov,13520,30796,11267,2.277810650887574,50.72233727810651,15773
fargo.va.gov,13520,15022,5258,1.111094674556213,25.777884615384615,13520
geomac.gov,13520,56333,3756,4.16664201183432,140.66708579881657,13520
greateratlantic.fisheries.noaa.gov,13520,21782,12769,1.611094674556213,50.1667899408284,13520
longbeach.va.gov,13520,25538,12769,1.888905325443787,80.38912721893492,12769
madison.va.gov,13520,18778,9764,1.388905325443787,8.0,15022
modernmoney.treasury.gov,13520,28542,13520,2.111094674556213,63.05576923076923,12769
nyharbor.va.gov,13520,36053,9013,2.6666420118343197,361.88994082840236,11267
patientsafety.va.gov,13520,14271,12769,1.0555473372781066,16.444526627218934,13520
performance.gov,13520,49573,9764,3.6666420118343197,49.777958579881656,13520
pmm.pps.eosdis.nasa.gov,13520,39809,8262,2.9444526627218934,607.8351331360947,12018
polytrauma.va.gov,13520,19529,13520,1.4444526627218934,33.05562130177515,13520
prosthetics.va.gov,13520,23285,15022,1.7222633136094674,146.61153846153846,14271
search.noaa.gov,13520,17276,11267,1.277810650887574,7.388905325443787,13520
search.vets.gov,13520,18778,12769,1.388905325443787,30.722337278106508,12018
sero.nmfs.noaa.gov,13520,33800,11267,2.5,243.61183431952662,15773
spokane.va.gov,13520,27040,8262,2.0,66.22241124260356,13520
technology.nasa.gov,13520,27791,12769,2.0555473372781066,183.94497041420118,13520
usda.usajobs.gov,13520,71356,12769,5.277810650887574,190.83387573964498,14271
uz.usembassy.gov,13520,54080,7511,4.0,289.4452662721894,14271
web.sba.gov,13520,52578,9764,3.888905325443787,506.112573964497,13520
censtats.census.gov,12769,98396,15773,7.705850105724802,58.35257263685488,15022
code.gov,12769,79618,9764,6.235257263685488,94.94063748140027,12769
connecticut.va.gov,12769,18778,9764,1.470592842039314,123.23455243167045,11267
fedidcard.gov,12769,16524,9764,1.2940715796068603,56.176129689090764,12769
fsrs.gov,12769,382317,6009,29.941029054741954,1503.8736784399719,12769
gcmd.nasa.gov,12769,32298,10516,2.529407157960686,161.05787453990132,12018
hhs-hrsa.usajobs.gov,12769,35302,2253,2.764664421646174,89.35241600751822,13520
history.amedd.army.mil,12769,20280,12018,1.5882214738820581,72.29368000626518,12769
internal.usgs.gov,12769,22533,6760,1.7646644216461744,56.94087242540528,14271
kansascity.va.gov,12769,23285,11267,1.8235570522358837,87.88182316547889,12018
landslides.usgs.gov,12769,24787,11267,1.941185684078628,44.999765055994985,12769
montereybay.noaa.gov,12769,58587,9013,4.588221473882058,15.293993264938523,13520
nro.gov,12769,31547,10516,2.470592842039314,130.29336674759182,12769
ppirs.gov,12769,21031,8262,1.6470357898034302,134.64625264312005,12769
qualityindicators.ahrq.gov,12769,41311,9013,3.2352572636854884,293.2924269715718,13520
salisbury.va.gov,12769,22533,8262,1.7646644216461744,61.99960842665831,12769
stopfraud.gov,12769,20280,12018,1.5882214738820581,54.64672253113008,12769
wfm.noaa.gov,12769,29293,9764,2.2940715796068605,237.116297282481,12769
afterdeployment.dcoe.mil,12018,17276,11267,1.437510401065069,72.81136628390747,12018
alaska.usgs.gov,12018,20280,8262,1.6874687968047928,93.87352304876019,10516
apps.export.gov,12018,12769,4507,1.062489598934931,12.24979197869862,11267
blogs.census.gov,12018,13520,11267,1.1249791978698618,25.687135962722582,13520
dj.usembassy.gov,12018,44316,8262,3.687468796804793,272.68322516225663,11267
dod.usajobs.gov,12018,45067,9013,3.7499583957397236,375.1191546014312,11267
eagnmncom117f.usps.com,12018,22533,6009,1.8749375936095856,17.687219171243136,11267
fayettevillenc.va.gov,12018,22533,12018,1.8749375936095856,31.624479946746547,12769
hsrd.research.va.gov,12018,16524,10516,1.3749375936095856,122.8106174072225,12018
jru.usconsulate.gov,12018,43565,11267,3.624979197869862,395.118821767349,12018
ladsweb.nascom.nasa.gov,12018,78867,9764,6.562406390414378,475.6800632384756,13520
manchester.va.gov,12018,19529,10516,1.6249791978698618,155.5600765518389,12769
moon.nasa.gov,12018,24036,13520,2.0,113.37327342319854,14271
ncsesdata.nsf.gov,12018,21031,11267,1.7499583957397238,48.12423032118489,11267
outreach.usda.gov,12018,54831,13520,4.562406390414378,38.499417540356134,12018
psob.gov,12018,30045,5258,2.5,45.874271925445164,12018
qa.usembassy.gov,12018,26289,8262,2.187468796804793,58.56157430520885,12018
scienceandtechnology.jpl.nasa.gov,12018,22533,12769,1.8749375936095856,124.81053419870194,12018
seafoodinspection.nmfs.noaa.gov,12018,143463,1502,11.937343984023965,523.9293559660509,12018
st.nmfs.noaa.gov,12018,50325,13520,4.187468796804793,173.68480612414712,11267
tx.usgs.gov,12018,16524,6009,1.3749375936095856,148.4351805624896,10516
www2c.cdc.gov,12018,25538,16524,2.124979197869862,84.87368946580129,13520
aeronet.gsfc.nasa.gov,11267,60840,4507,5.399840241412976,130.3298127274341,11267
ch.usembassy.gov,11267,44316,8262,3.9332564125321734,301.92526848318096,11267
data.gov,11267,31547,9013,2.7999467471376587,57.79843791603799,11267
dataqs.fmcsa.dot.gov,11267,57085,8262,5.066566077926688,654.7158959794089,9764
floodsafety.noaa.gov,11267,24036,11267,2.133309665394515,43.66548326972575,10516
images.nasa.gov,11267,24787,21782,2.1999644980917723,1.6666370817431437,16524
iowacity.va.gov,11267,20280,9013,1.7999467471376587,99.06399218958019,11267
landsat.visibleearth.nasa.gov,11267,110414,5258,9.799769237596522,290.05893316765776,11267
meps.ahrq.gov,11267,56333,10516,4.999822490458862,105.66388568385551,12018
move.va.gov,11267,31547,8262,2.7999467471376587,254.9931658826662,12018
nasa3d.arc.nasa.gov,11267,54831,9764,4.866512825064347,202.72796662820627,11267
nwfsc.noaa.gov,11267,18778,12769,1.6666370817431437,172.1287831720955,10516
osmre.gov,11267,19529,8262,1.733291914440401,106.53048726369042,10516
pmel.noaa.gov,11267,12769,10516,1.133309665394515,40.93228011005591,11267
spinoff.nasa.gov,11267,12769,11267,1.133309665394515,13.799591728055383,11267
tennesseevalley.va.gov,11267,17276,10516,1.5333274163486288,189.06159581077483,9764
tools.niehs.nih.gov,11267,19529,9764,1.733291914440401,243.66015798349162,10516
treasury.usajobs.gov,11267,72107,9764,6.399840241412976,182.32848140587558,11267
vehiclestd.fas.gsa.gov,11267,63094,751,5.599893494275317,188.46161356172894,11267
vetbiz.gov,11267,17276,11267,1.5333274163486288,107.39717759829591,10516
wwwdev.cdc.gov,11267,37556,3004,3.3332741634862875,212.12771811484868,11267
annarbor.va.gov,10516,21782,7511,2.071319893495626,112.3527006466337,10516
bf.usembassy.gov,10516,27040,6009,2.571319893495626,169.20758843666795,11267
blogs.fda.gov,10516,20280,14271,1.9284899201217194,146.27995435526816,10516
cfm.va.gov,10516,15022,6760,1.4284899201217194,103.7102510460251,9764
charleston.va.gov,10516,15022,9764,1.4284899201217194,28.78461392164321,11267
childstats.gov,10516,28542,10516,2.714149866869532,51.14083301635603,10516
co.water.usgs.gov,10516,11267,751,1.0714149866869531,8.49961962723469,10516
dayton.va.gov,10516,22533,7511,2.1427348801825787,108.9243058197033,10516
eagnmncom117e.usps.com,10516,18778,6009,1.785659946747813,20.4277291745911,9764
energy.sandia.gov,10516,18027,9764,1.7142449600608596,178.99296310384176,10516
ephtracking.cdc.gov,10516,22533,9764,2.1427348801825787,337.0581970330924,11267
es-store.usps.com,10516,10516,6009,1.0,50.06941802966907,9013
es.sba.gov,10516,29293,11267,2.7855648535564854,156.9938189425637,9764
etas.uspto.gov,10516,113418,7511,10.785279573982503,389.7703499429441,12018
gipsa.usda.gov,10516,54080,12018,5.142639786991252,225.27681627995435,12018
https.cio.gov,10516,11267,8262,1.0714149866869531,0.0,11267
icollege.ndu.edu,10516,18778,9013,1.785659946747813,27.856028908330163,10516
inside.fsis.usda.gov,10516,27040,4507,2.571319893495626,149.8512742487638,9013
jfsc.ndu.edu,10516,16524,9013,1.5713198934956256,26.57036896158235,10516
littlerock.va.gov,10516,19529,10516,1.857074933434766,49.28375808292126,10516
manati.star.nesdis.noaa.gov,10516,24036,5258,2.285659946747813,109.70996576645112,9764
marinedebris.noaa.gov,10516,18027,7511,1.7142449600608596,154.63674400912893,10516
medicalservicecorps.amedd.army.mil,10516,25538,8262,2.428489920121719,296.8454735640928,9764
mm.usembassy.gov,10516,26289,8262,2.4999049068086725,247.6331304678585,10516
nef.nasa.gov,10516,61591,7511,5.856884747052111,243.0619056675542,10516
neo.sci.gsfc.nasa.gov,10516,12018,9764,1.1428299733739065,25.570464054773677,10516
search.stopbullying.gov,10516,18027,5258,1.7142449600608596,109.28138075313808,9013
ssaikansascity.usajobs.gov,10516,15022,1502,1.4284899201217194,4.642639786991252,11267
standards.usa.gov,10516,69102,9013,6.571129707112971,239.06200076074552,10516
sti.nasa.gov,10516,14271,6760,1.357074933434766,56.71205781666033,9764
str.fas.gsa.gov,10516,128440,1502,12.213769494104222,460.2675922403956,9013
tomah.va.gov,10516,18027,9013,1.7142449600608596,137.78033472803347,10516
walrus.wr.usgs.gov,10516,20280,9013,1.9284899201217194,48.28385317611259,10516
wcms.epa.gov,10516,104405,2253,9.928204640547737,1542.5821605173069,11267
analytics.usa.gov,9764,20280,5258,2.0770176157312576,41.925133142154856,9764
be.usembassy.gov,9764,18027,8262,1.846272019664072,85.38877509217534,10516
biloxi.va.gov,9764,24036,9013,2.4616960262187626,60.849139696845555,9013
cascom.army.mil,9764,18027,7511,1.846272019664072,42.540557148709546,9764
dodhrinfo.cpms.osd.mil,9764,25538,4507,2.6155264235968865,312.01515772224496,9764
dvbic.dcoe.mil,9764,27040,9013,2.7693568209750103,240.01157312576814,9764
effectiveinterventions.cdc.gov,9764,33049,10516,3.384780827529701,868.657414993855,8262
epic.gsfc.nasa.gov,9764,13520,7511,1.3846784104875052,250.85825481360098,9764
fermi.gsfc.nasa.gov,9764,24787,6009,2.5386112249078248,221.39532978287588,9764
geodesy.noaa.gov,9764,17276,4507,1.7693568209750103,177.16243342892258,9764
giovanni.gsfc.nasa.gov,9764,13520,5258,1.3846784104875052,292.8603031544449,9013
insurance.va.gov,9764,106658,6760,10.923596886521917,614.3374641540353,10516
lebanon.va.gov,9764,18027,10516,1.846272019664072,19.30858254813601,9764
lv.usembassy.gov,9764,17276,8262,1.7693568209750103,63.61849651782057,9764
medicalmuseum.mil,9764,43565,9013,4.4617984432609585,140.2376075378943,9764
miami.va.gov,9764,19529,11267,2.000102417042196,97.23545678000819,10516
muskogee.va.gov,9764,22533,5258,2.3077632117984432,162.00788611224908,9764
nato.usmission.gov,9764,32298,2253,3.307865628840639,587.6437935272429,9764
newfarmers.usda.gov,9764,38307,12769,3.9232896353953297,77.77304383449406,11267
nwbc.gov,9764,22533,7511,2.3077632117984432,46.771507578861126,9764
origin.glb.cdc.gov,9764,15773,6009,1.6154240065546908,97.00471118394101,11267
prevention.va.gov,9764,30045,4507,3.0771200327734536,492.94694797214254,9764
salem.va.gov,9764,18778,9013,1.923187218353134,170.00819336337565,9764
search.kansas.gov,9764,38307,9013,3.9232896353953297,398.0192544039328,9764
sec.usajobs.gov,9764,23285,6009,2.384780827529701,115.00553052027857,9013
sigar.mil,9764,17276,6760,1.7693568209750103,121.3136009832036,9764
siouxfalls.va.gov,9764,18778,8262,1.923187218353134,124.85221220811142,9764
southtexas.va.gov,9764,17276,9013,1.7693568209750103,126.0830602212208,9013
spaceflight.nasa.gov,9764,24036,11267,2.4616960262187626,380.3260958623515,11267
staging-data.cr.usgs.gov,9764,138956,751,14.231462515362557,1174.9800286767718,9764
syracuse.va.gov,9764,24787,7511,2.5386112249078248,70.38805817287997,10516
ti.arc.nasa.gov,9764,15773,9013,1.6154240065546908,123.77519459238017,9764
toxics.usgs.gov,9764,14271,10516,1.4615936091765669,11.308275297009422,10516
warrelatedillness.va.gov,9764,18027,9013,1.846272019664072,156.08449405981156,9764
18f.gsa.gov,9013,24036,6760,2.6668146011316987,59.919005880394984,8262
abudhabi.usembassy.gov,9013,13520,3756,1.5000554754243869,77.9197825363364,9013
asheville.va.gov,9013,21031,11267,2.3334073005658493,164.33984244979473,8262
buffalo.va.gov,9013,22533,9013,2.500055475424387,165.5899256629313,9013
cco.ndu.edu,9013,16524,4507,1.8333518251414622,138.0055475424387,8262
chesapeakebay.noaa.gov,9013,36053,7511,4.000110950848774,346.5971374681016,9013
coastalscience.noaa.gov,9013,21031,8262,2.3334073005658493,142.42238988128258,9764
coralreefwatch.noaa.gov,9013,39058,2253,4.333518251414623,550.4385887052036,8262
fleet.fas.gsa.gov,9013,173507,751,19.250748918229224,1176.3802285587485,9013
fnic.nal.usda.gov,9013,12018,9013,1.3334073005658493,166.5899256629313,8262
gdex.cr.usgs.gov,9013,19529,6009,2.1667591257073116,391.01564406967714,9013
geohazards.usgs.gov,9013,13520,6009,1.5000554754243869,473.10218573172085,7511
