date,browser,visits
2016-10-29,Nintendo Browser,339
2016-10-29,Mozilla,280
2016-10-29,NetFront,242
2016-10-29,IE with Chrome Frame,230
2016-10-29,Tracker,186
2016-10-29,Playstation 3,167
2016-10-29,Playstation Vita Browser,162
2016-10-29,Netscape,145
2016-10-29,DDG-Android-3.0.14,134
2016-10-29,YE,129
2016-10-29,Uzbl,112
2016-10-30,Chrome,6927495
2016-10-30,Safari,4165059
2016-10-30,Internet Explorer,1254014
2016-10-30,Firefox,1111478
2016-10-30,Edge,608199
2016-10-30,Safari (in-app),285259
2016-10-30,Opera,226792
2016-10-30,Android Browser,129643
2016-10-30,Amazon Silk,60579
2016-10-30,Opera Mini,55923
2016-10-30,UC Browser,32260
2016-10-30,YaBrowser,24709
2016-10-30,ELB-HealthChecker,11198
2016-10-30,BlackBerry,11192
2016-10-30,Coc Coc,4968
2016-10-30,Maxthon,4353
2016-10-30,Iron,3245
2016-10-30,Mozilla Compatible Agent,2618
2016-10-30,SeaMonkey,1705
2016-10-30,MRCHROME,1593
2016-10-30,Nichrome,778
2016-10-30,Nokia Browser,626
2016-10-30,Mozilla,496
2016-10-30,Nintendo Browser,403
2016-10-30,NetFront,262
2016-10-30,IE with Chrome Frame,236
2016-10-30,Tracker,183
2016-10-30,Playstation 3,181
2016-10-30,Playstation Vita Browser,171
2016-10-30,YE,136
2016-10-30,DDG-Android-3.0.14,129
2016-10-30,Netscape,119
2016-10-31,Chrome,11918505
2016-10-31,Safari,5443588
2016-10-31,Internet Explorer,5013127
2016-10-31,Firefox,2097514
2016-10-31,Edge,883157
2016-10-31,Safari (in-app),325183
2016-10-31,Opera,243533
2016-10-31,Android Browser,141221
2016-10-31,Opera Mini,63525
2016-10-31,Amazon Silk,60145
2016-10-31,UC Browser,38751
2016-10-31,YaBrowser,25781
2016-10-31,BlackBerry,12630
2016-10-31,ELB-HealthChecker,11232
2016-10-31,Maxthon,6072
2016-10-31,Coc Coc,5249
2016-10-31,Mozilla Compatible Agent,4155
2016-10-31,Iron,3445
2016-10-31,SeaMonkey,2523
2016-10-31,MRCHROME,1714
2016-10-31,IE with Chrome Frame,889
2016-10-31,Nokia Browser,800
2016-10-31,Nichrome,733
2016-10-31,Mozilla,502
2016-10-31,Nintendo Browser,334
2016-10-31,NetFront,294
2016-10-31,Playstation 3,204
2016-10-31,Tracker,184
2016-10-31,Playstation Vita Browser,177
2016-10-31,YE,165
2016-10-31,Netscape,141
2016-10-31,DDG-Android-3.0.14,115
2016-10-31,ios-app,113
2016-10-31,Caremark iPhone,111
2016-10-31,Uzbl,104
2016-11-01,Chrome,12475817
2016-11-01,Safari,5845090
2016-11-01,Internet Explorer,5150739
2016-11-01,Firefox,2117378
2016-11-01,Edge,918626
2016-11-01,Safari (in-app),369485
2016-11-01,Opera,245152
2016-11-01,Android Browser,147348
2016-11-01,Opera Mini,65889
2016-11-01,Amazon Silk,64937
2016-11-01,UC Browser,40708
2016-11-01,YaBrowser,25736
2016-11-01,BlackBerry,13218
2016-11-01,ELB-HealthChecker,11225
2016-11-01,Maxthon,5932
2016-11-01,Coc Coc,5383
2016-11-01,Mozilla Compatible Agent,4103
2016-11-01,Iron,3346
2016-11-01,SeaMonkey,2511
2016-11-01,MRCHROME,1723
2016-11-01,IE with Chrome Frame,829
2016-11-01,Nichrome,788
2016-11-01,Nokia Browser,704
2016-11-01,Mozilla,461
2016-11-01,Nintendo Browser,335
2016-11-01,NetFront,244
2016-11-01,Playstation 3,210
2016-11-01,YE,189
2016-11-01,Tracker,181
2016-11-01,Playstation Vita Browser,156
2016-11-01,ios-app,146
2016-11-01,DDG-Android-3.0.14,136
2016-11-01,Netscape,131
2016-11-01,Caremark iPhone,118
2016-11-01,Android Runtime,106
2016-11-02,Chrome,12824096
2016-11-02,Safari,6118391
2016-11-02,Internet Explorer,5147037
2016-11-02,Firefox,2161413
2016-11-02,Edge,927870
2016-11-02,Safari (in-app),389338
2016-11-02,Opera,248703
2016-11-02,Android Browser,155637
2016-11-02,Opera Mini,68043
2016-11-02,Amazon Silk,68023
2016-11-02,UC Browser,43931
2016-11-02,YaBrowser,26070
2016-11-02,BlackBerry,13409
2016-11-02,ELB-HealthChecker,11198
2016-11-02,Maxthon,6229
2016-11-02,Coc Coc,5359
2016-11-02,Mozilla Compatible Agent,4409
2016-11-02,Iron,3315
2016-11-02,SeaMonkey,2418
2016-11-02,MRCHROME,1781
2016-11-02,IE with Chrome Frame,940
2016-11-02,Nokia Browser,834
2016-11-02,Nichrome,813
2016-11-02,Mozilla,537
2016-11-02,Nintendo Browser,388
2016-11-02,NetFront,288
2016-11-02,Playstation 3,256
2016-11-02,YE,191
2016-11-02,Tracker,181
2016-11-02,Playstation Vita Browser,176
2016-11-02,ios-app,160
2016-11-02,DDG-Android-3.0.14,149
2016-11-02,AdobeAIR,137
2016-11-02,Netscape,123
2016-11-02,Android Runtime,103
2016-11-02,Caremark iPhone,102
2016-11-02,osee2unifiedRelease,102
2016-11-03,Chrome,12522520
2016-11-03,Safari,5939484
2016-11-03,Internet Explorer,4955153
2016-11-03,Firefox,2098103
2016-11-03,Edge,886264
2016-11-03,Safari (in-app),386500
2016-11-03,Opera,236928
2016-11-03,Android Browser,155770
2016-11-03,Opera Mini,69444
2016-11-03,Amazon Silk,66373
2016-11-03,UC Browser,45580
2016-11-03,YaBrowser,26492
2016-11-03,BlackBerry,13555
2016-11-03,ELB-HealthChecker,10718
2016-11-03,Maxthon,5968
2016-11-03,Coc Coc,5105
2016-11-03,Mozilla Compatible Agent,4567
2016-11-03,Iron,3304
2016-11-03,SeaMonkey,2296
2016-11-03,MRCHROME,1673
2016-11-03,IE with Chrome Frame,901
2016-11-03,Nokia Browser,869
2016-11-03,Nichrome,728
2016-11-03,Mozilla,434
2016-11-03,Nintendo Browser,366
2016-11-03,NetFront,270
2016-11-03,Playstation 3,255
2016-11-03,Playstation Vita Browser,206
2016-11-03,Tracker,200
2016-11-03,YE,182
2016-11-03,ios-app,153
2016-11-03,Netscape,149
2016-11-03,DDG-Android-3.0.14,128
2016-11-03,Caremark iPhone,119
2016-11-03,Phantom Browser,110
2016-11-04,Chrome,11028161
2016-11-04,Safari,5366546
2016-11-04,Internet Explorer,4263353
2016-11-04,Firefox,1849399
2016-11-04,Edge,768718
2016-11-04,Safari (in-app),360117
2016-11-04,Opera,206589
2016-11-04,Android Browser,143525
2016-11-04,Amazon Silk,61470
2016-11-04,Opera Mini,60675
2016-11-04,UC Browser,42898
2016-11-04,YaBrowser,24373
2016-11-04,BlackBerry,12325
2016-11-04,ELB-HealthChecker,9816
2016-11-04,Maxthon,5172
2016-11-04,Coc Coc,4714
2016-11-04,Mozilla Compatible Agent,4166
2016-11-04,Iron,2926
2016-11-04,SeaMonkey,2100
2016-11-04,MRCHROME,1495
2016-11-04,IE with Chrome Frame,795
2016-11-04,Nokia Browser,746
2016-11-04,Nichrome,640
2016-11-04,Mozilla,506
2016-11-04,Nintendo Browser,351
2016-11-04,NetFront,255
2016-11-04,Playstation 3,207
2016-11-04,Tracker,191
2016-11-04,YE,159
2016-11-04,AdobeAIR,150
2016-11-04,Playstation Vita Browser,148
2016-11-04,Netscape,142
2016-11-04,DDG-Android-3.0.14,141
2016-11-04,ios-app,136
2016-11-04,YelpWebView,113
2016-11-04,Caremark iPhone,109
2016-11-05,Chrome,6789780
2016-11-05,Safari,4296107
2016-11-05,Internet Explorer,1220259
2016-11-05,Firefox,1109811
2016-11-05,Edge,544517
2016-11-05,Safari (in-app),283042
2016-11-05,Opera,143779
2016-11-05,Android Browser,127005
2016-11-05,Amazon Silk,57427
2016-11-05,Opera Mini,55305
2016-11-05,UC Browser,39060
2016-11-05,YaBrowser,17301
2016-11-05,ELB-HealthChecker,10876
2016-11-05,BlackBerry,10526
2016-11-05,Maxthon,4111
2016-11-05,Coc Coc,3688
2016-11-05,Mozilla Compatible Agent,2912
2016-11-05,Iron,1943
2016-11-05,SeaMonkey,1595
2016-11-05,MRCHROME,1392
2016-11-05,Nokia Browser,711
2016-11-05,Nichrome,420
2016-11-05,Mozilla,348
2016-11-05,Nintendo Browser,318
2016-11-05,IE with Chrome Frame,245
2016-11-05,NetFront,245
2016-11-05,Playstation 3,207
2016-11-05,Tracker,187
2016-11-05,AdobeAIR,156
2016-11-05,Playstation Vita Browser,154
2016-11-05,YE,126
2016-11-05,DDG-Android-3.0.14,118
2016-11-05,YelpWebView,117
2016-11-05,Netscape,115
2016-11-06,Chrome,7658406
2016-11-06,Safari,4480995
2016-11-06,Internet Explorer,1274967
2016-11-06,Firefox,1211525
2016-11-06,Edge,641096
2016-11-06,Safari (in-app),303291
2016-11-06,Opera,158531
2016-11-06,Android Browser,135683
2016-11-06,Opera Mini,63057
2016-11-06,Amazon Silk,61781
2016-11-06,UC Browser,44230
2016-11-06,YaBrowser,19907
2016-11-06,ELB-HealthChecker,11693
2016-11-06,BlackBerry,11115
2016-11-06,Maxthon,4863
2016-11-06,Coc Coc,4397
2016-11-06,Mozilla Compatible Agent,2683
2016-11-06,Iron,2043
2016-11-06,SeaMonkey,1765
2016-11-06,MRCHROME,1628
2016-11-06,Nokia Browser,787
2016-11-06,Emb,634
2016-11-06,Mozilla,410
2016-11-06,Nichrome,383
2016-11-06,Nintendo Browser,352
2016-11-06,NetFront,269
2016-11-06,IE with Chrome Frame,256
2016-11-06,Playstation Vita Browser,202
2016-11-06,Tracker,196
2016-11-06,Playstation 3,190
2016-11-06,DDG-Android-3.0.14,148
2016-11-06,YE,147
2016-11-06,Netscape,134
2016-11-07,Chrome,13366748
2016-11-07,Safari,6132696
2016-11-07,Internet Explorer,5278374
2016-11-07,Firefox,2287314
2016-11-07,Edge,963705
2016-11-07,Safari (in-app),330062
2016-11-07,Opera,162891
2016-11-07,Android Browser,157590
2016-11-07,Opera Mini,74371
2016-11-07,Amazon Silk,65951
2016-11-07,UC Browser,47043
2016-11-07,YaBrowser,19562
2016-11-07,BlackBerry,13675
2016-11-07,ELB-HealthChecker,11228
2016-11-07,Maxthon,6358
2016-11-07,Coc Coc,4960
2016-11-07,Mozilla Compatible Agent,4380
2016-11-07,SeaMonkey,2510
2016-11-07,Iron,2018
2016-11-07,MRCHROME,1523
2016-11-07,IE with Chrome Frame,932
2016-11-07,Nokia Browser,825
2016-11-07,Mozilla,633
2016-11-07,Nichrome,378
2016-11-07,Nintendo Browser,358
2016-11-07,NetFront,306
2016-11-07,Playstation 3,231
2016-11-07,Playstation Vita Browser,189
2016-11-07,YE,186
2016-11-07,Tracker,184
2016-11-07,DDG-Android-3.0.14,141
2016-11-07,Netscape,109
2016-11-08,Chrome,12507886
2016-11-08,Safari,6223927
2016-11-08,Internet Explorer,4864663
2016-11-08,Firefox,2028790
2016-11-08,Edge,861922
2016-11-08,Safari (in-app),291969
2016-11-08,Android Browser,158388
2016-11-08,Opera,146247
2016-11-08,Opera Mini,75786
2016-11-08,Amazon Silk,66003
2016-11-08,UC Browser,46475
2016-11-08,YaBrowser,16600
2016-11-08,BlackBerry,13903
2016-11-08,ELB-HealthChecker,11266
2016-11-08,Maxthon,5643
2016-11-08,Coc Coc,5136
2016-11-08,Mozilla Compatible Agent,4330
2016-11-08,SeaMonkey,2253
2016-11-08,Iron,1875
2016-11-08,MRCHROME,1083
2016-11-08,IE with Chrome Frame,896
2016-11-08,Mozilla,834
2016-11-08,Nokia Browser,834
2016-11-08,Nintendo Browser,389
2016-11-08,Nichrome,381
2016-11-08,NetFront,346
2016-11-08,Playstation 3,207
2016-11-08,YE,206
2016-11-08,Playstation Vita Browser,188
2016-11-08,Tracker,188
2016-11-08,DDG-Android-3.0.14,174
2016-11-08,AdobeAIR,121
2016-11-08,ios-app,117
2016-11-08,Netscape,105
2016-11-09,Chrome,12847550
2016-11-09,Safari,6554722
2016-11-09,Internet Explorer,4746531
2016-11-09,Firefox,2036056
2016-11-09,Edge,869963
2016-11-09,Safari (in-app),661086
2016-11-09,Android Browser,155105
2016-11-09,Opera,131147
2016-11-09,Opera Mini,74795
2016-11-09,Amazon Silk,68104
2016-11-09,UC Browser,46308
2016-11-09,YaBrowser,13895
2016-11-09,BlackBerry,13413
2016-11-09,ELB-HealthChecker,11212
2016-11-09,Coc Coc,5567
2016-11-09,Maxthon,5311
2016-11-09,Mozilla Compatible Agent,4624
2016-11-09,SeaMonkey,2412
2016-11-09,Iron,1503
2016-11-09,MRCHROME,938
2016-11-09,IE with Chrome Frame,905
2016-11-09,Mozilla,852
2016-11-09,Nokia Browser,801
2016-11-09,Nintendo Browser,394
2016-11-09,NetFront,298
2016-11-09,Playstation 3,264
2016-11-09,Nichrome,254
2016-11-09,YE,214
2016-11-09,Playstation Vita Browser,198
2016-11-09,Tracker,187
2016-11-09,DDG-Android-3.0.14,176
2016-11-09,osee2unifiedRelease,137
2016-11-09,Netscape,127
2016-11-09,AdobeAIR,123
2016-11-09,Job Search,110
2016-11-09,ios-app,110
2016-11-09,Caremark iPhone,104
2016-11-09,Android Runtime,102
2016-11-10,Chrome,13198188
2016-11-10,Safari,6554972
2016-11-10,Internet Explorer,4689592
2016-11-10,Firefox,2090932
2016-11-10,Safari (in-app),1114800
2016-11-10,Edge,885265
2016-11-10,Android Browser,153349
2016-11-10,Opera,114723
2016-11-10,Amazon Silk,71335
2016-11-10,Opera Mini,69814
2016-11-10,UC Browser,43732
2016-11-10,BlackBerry,13907
2016-11-10,YaBrowser,11990
2016-11-10,ELB-HealthChecker,11266
2016-11-10,Maxthon,5326
2016-11-10,Mozilla Compatible Agent,4399
2016-11-10,Coc Coc,4320
2016-11-10,SeaMonkey,2510
2016-11-10,Iron,1105
2016-11-10,Mozilla,977
2016-11-10,MRCHROME,868
2016-11-10,IE with Chrome Frame,827
2016-11-10,Nokia Browser,774
2016-11-10,Nintendo Browser,366
2016-11-10,(not set),316
2016-11-10,NetFront,307
2016-11-10,Job Search,245
2016-11-10,Nichrome,212
2016-11-10,Playstation 3,192
2016-11-10,Tracker,183
2016-11-10,YE,173
2016-11-10,DDG-Android-3.0.14,159
2016-11-10,Playstation Vita Browser,146
2016-11-10,Netscape,131
2016-11-10,osee2unifiedRelease,120
2016-11-10,ios-app,114
2016-11-10,Caremark iPhone,107
2016-11-10,Phantom Browser,107
2016-11-10,AdobeAIR,103
2016-11-11,Chrome,10395450
2016-11-11,Safari,5594779
2016-11-11,Internet Explorer,2708927
2016-11-11,Firefox,1630971
2016-11-11,Safari (in-app),753884
2016-11-11,Edge,732966
2016-11-11,Android Browser,139408
2016-11-11,Opera,101638
2016-11-11,Amazon Silk,67960
2016-11-11,Opera Mini,58111
2016-11-11,UC Browser,38908
2016-11-11,BlackBerry,12071
2016-11-11,ELB-HealthChecker,11290
2016-11-11,YaBrowser,10508
2016-11-11,Maxthon,4333
2016-11-11,Mozilla Compatible Agent,3954
2016-11-11,Coc Coc,3736
2016-11-11,SeaMonkey,2283
2016-11-11,osee2unifiedRelease,1420
2016-11-11,Mozilla,1134
2016-11-11,Iron,1075
2016-11-11,MRCHROME,923
2016-11-11,IE with Chrome Frame,722
2016-11-11,Nokia Browser,658
2016-11-11,Nintendo Browser,387
2016-11-11,Job Search,284
2016-11-11,NetFront,238
2016-11-11,Playstation Vita Browser,223
2016-11-11,Tracker,177
2016-11-11,(not set),174
2016-11-11,Nichrome,174
2016-11-11,Playstation 3,170
2016-11-11,YE,167
2016-11-11,DDG-Android-3.0.14,160
2016-11-11,Caremark iPhone,145
2016-11-11,ios-app,124
2016-11-11,Netscape,109
2016-11-11,Uzbl,107
2016-11-11,AdobeAIR,104
2016-11-12,Chrome,7143493
2016-11-12,Safari,4899924
2016-11-12,Internet Explorer,1202802
2016-11-12,Firefox,1077485
2016-11-12,Edge,570388
2016-11-12,Safari (in-app),478205
2016-11-12,Android Browser,125193
2016-11-12,Opera,86681
2016-11-12,Amazon Silk,64405
2016-11-12,Opera Mini,52405
2016-11-12,UC Browser,36073
2016-11-12,ELB-HealthChecker,11286
2016-11-12,BlackBerry,10407
2016-11-12,YaBrowser,8995
2016-11-12,Maxthon,3667
2016-11-12,Mozilla Compatible Agent,3504
2016-11-12,Coc Coc,3039
2016-11-12,SeaMonkey,1831
2016-11-12,Iron,905
2016-11-12,MRCHROME,759
2016-11-12,Mozilla,721
2016-11-12,osee2unifiedRelease,648
2016-11-12,Nokia Browser,626
2016-11-12,Nintendo Browser,352
2016-11-12,Job Search,317
2016-11-12,NetFront,241
2016-11-12,IE with Chrome Frame,235
2016-11-12,Playstation Vita Browser,213
2016-11-12,DDG-Android-3.0.14,198
2016-11-12,Tracker,179
2016-11-12,Playstation 3,172
2016-11-12,Nichrome,160
2016-11-12,Netscape,135
2016-11-12,YelpWebView,129
2016-11-12,YE,120
2016-11-12,Caremark iPhone,116
2016-11-12,(not set),115
2016-11-12,ios-app,111
2016-11-12,Uzbl,104
2016-11-13,Chrome,7695713
2016-11-13,Safari,4624229
2016-11-13,Internet Explorer,1209522
2016-11-13,Firefox,1146288
2016-11-13,Edge,638701
2016-11-13,Safari (in-app),554103
2016-11-13,Android Browser,138878
2016-11-13,Opera,89489
2016-11-13,Amazon Silk,66449
2016-11-13,Opera Mini,60163
2016-11-13,UC Browser,38620
2016-11-13,BlackBerry,11343
2016-11-13,ELB-HealthChecker,11260
2016-11-13,YaBrowser,10437
2016-11-13,Maxthon,4185
2016-11-13,Coc Coc,3596
2016-11-13,Mozilla Compatible Agent,3093
2016-11-13,SeaMonkey,1814
2016-11-13,Iron,941
2016-11-13,MRCHROME,838
2016-11-13,Nokia Browser,729
2016-11-13,Mozilla,680
2016-11-13,Nintendo Browser,356
2016-11-13,osee2unifiedRelease,322
2016-11-13,Job Search,287
2016-11-13,IE with Chrome Frame,260
2016-11-13,NetFront,252
2016-11-13,Playstation Vita Browser,193
2016-11-13,Tracker,187
2016-11-13,DDG-Android-3.0.14,167
2016-11-13,Netscape,164
2016-11-13,Playstation 3,162
2016-11-13,Nichrome,151
2016-11-13,YE,145
2016-11-13,(not set),121
2016-11-14,Chrome,13788822
2016-11-14,Safari,6537966
2016-11-14,Internet Explorer,5329977
2016-11-14,Firefox,2285132
2016-11-14,Edge,1020730
2016-11-14,Safari (in-app),525081
2016-11-14,Android Browser,154901
2016-11-14,Opera,100658
2016-11-14,Amazon Silk,72958
2016-11-14,Opera Mini,69456
2016-11-14,UC Browser,44205
2016-11-14,BlackBerry,13560
2016-11-14,YaBrowser,11322
2016-11-14,ELB-HealthChecker,11261
2016-11-14,Maxthon,5406
2016-11-14,Coc Coc,4567
2016-11-14,Mozilla Compatible Agent,4435
2016-11-14,SeaMonkey,2702
2016-11-14,Iron,1014
2016-11-14,IE with Chrome Frame,967
2016-11-14,Mozilla,787
2016-11-14,Nokia Browser,775
2016-11-14,MRCHROME,774
2016-11-14,Nintendo Browser,392
2016-11-14,NetFront,326
2016-11-14,Job Search,308
2016-11-14,pa11y,290
2016-11-14,Playstation 3,205
2016-11-14,Playstation Vita Browser,205
2016-11-14,Tracker,191
2016-11-14,RTLNieuws,184
2016-11-14,Netscape,179
2016-11-14,DDG-Android-3.0.14,172
2016-11-14,osee2unifiedRelease,157
2016-11-14,YE,154
2016-11-14,Nichrome,147
2016-11-14,ios-app,140
2016-11-14,(not set),127
2016-11-14,Caremark iPhone,125
2016-11-15,Chrome,13362017
2016-11-15,Safari,6513199
2016-11-15,Internet Explorer,5324057
2016-11-15,Firefox,2219815
2016-11-15,Edge,986847
2016-11-15,Safari (in-app),489821
2016-11-15,Android Browser,150354
2016-11-15,Opera,99990
2016-11-15,Amazon Silk,73345
2016-11-15,Opera Mini,68310
2016-11-15,UC Browser,42663
2016-11-15,BlackBerry,13320
2016-11-15,ELB-HealthChecker,11247
2016-11-15,YaBrowser,10075
2016-11-15,Maxthon,5050
2016-11-15,Mozilla Compatible Agent,4264
2016-11-15,Coc Coc,4230
2016-11-15,SeaMonkey,2573
2016-11-15,Iron,1018
2016-11-15,MRCHROME,925
2016-11-15,IE with Chrome Frame,909
2016-11-15,Nokia Browser,679
2016-11-15,Mozilla,616
2016-11-15,Nintendo Browser,345
2016-11-15,NetFront,310
2016-11-15,Playstation 3,242
2016-11-15,Playstation Vita Browser,212
2016-11-15,Job Search,210
2016-11-15,Tracker,198
2016-11-15,Nichrome,170
2016-11-15,DDG-Android-3.0.14,169
2016-11-15,YE,166
2016-11-15,Netscape,165
2016-11-15,ios-app,149
2016-11-15,Caremark iPhone,138
2016-11-15,osee2unifiedRelease,126
2016-11-15,AdobeAIR,102
2016-11-16,Chrome,13269097
2016-11-16,Safari,6674699
2016-11-16,Internet Explorer,5205295
2016-11-16,Firefox,2183980
2016-11-16,Edge,973511
2016-11-16,Safari (in-app),497505
2016-11-16,Android Browser,152097
2016-11-16,Opera,103025
2016-11-16,Amazon Silk,73702
2016-11-16,Opera Mini,65999
2016-11-16,UC Browser,43988
2016-11-16,BlackBerry,13453
2016-11-16,ELB-HealthChecker,11286
2016-11-16,YaBrowser,10248
2016-11-16,Maxthon,5287
2016-11-16,Mozilla Compatible Agent,4799
2016-11-16,Coc Coc,4216
2016-11-16,SeaMonkey,2411
2016-11-16,Iron,1042
2016-11-16,IE with Chrome Frame,821
2016-11-16,MRCHROME,816
2016-11-16,Nokia Browser,728
2016-11-16,Mozilla,649
2016-11-16,Nintendo Browser,365
2016-11-16,NetFront,287
2016-11-16,ios-app,218
2016-11-16,YE,212
2016-11-16,Playstation Vita Browser,200
2016-11-16,Nichrome,190
2016-11-16,DDG-Android-3.0.14,187
2016-11-16,Tracker,187
2016-11-16,RTLNieuws,182
2016-11-16,Playstation 3,175
2016-11-16,Job Search,166
2016-11-16,Caremark iPhone,139
2016-11-16,Netscape,139
2016-11-16,osee2unifiedRelease,108
2016-11-16,Phantom Browser,102
2016-11-17,Chrome,12810960
2016-11-17,Safari,6493595
2016-11-17,Internet Explorer,5101792
2016-11-17,Firefox,2125264
2016-11-17,Edge,942020
2016-11-17,Safari (in-app),405344
2016-11-17,Android Browser,148189
2016-11-17,Opera,100034
2016-11-17,Amazon Silk,74190
2016-11-17,Opera Mini,63039
2016-11-17,UC Browser,41516
2016-11-17,BlackBerry,13037
2016-11-17,ELB-HealthChecker,11290
2016-11-17,YaBrowser,10533
2016-11-17,Maxthon,4828
2016-11-17,Mozilla Compatible Agent,4693
2016-11-17,Coc Coc,3993
2016-11-17,SeaMonkey,2495
2016-11-17,Iron,1024
2016-11-17,MRCHROME,834
2016-11-17,IE with Chrome Frame,809
2016-11-17,Nokia Browser,717
2016-11-17,Mozilla,633
2016-11-17,RTLNieuws,569
2016-11-17,Nintendo Browser,377
2016-11-17,NetFront,283
2016-11-17,ios-app,228
2016-11-17,Playstation Vita Browser,225
2016-11-17,YE,194
2016-11-17,Netscape,183
2016-11-17,Job Search,178
2016-11-17,Nichrome,177
2016-11-17,Tracker,177
2016-11-17,Playstation 3,176
2016-11-17,DDG-Android-3.0.14,141
2016-11-17,Caremark iPhone,133
2016-11-17,Android Runtime,129
2016-11-17,osee2unifiedRelease,112
2016-11-17,AdobeAIR,102
2016-11-17,Phantom Browser,101
2016-11-18,Chrome,11079579
2016-11-18,Safari,5840063
2016-11-18,Internet Explorer,4376703
2016-11-18,Firefox,1876222
2016-11-18,Edge,815540
2016-11-18,Safari (in-app),380675
2016-11-18,Android Browser,136772
2016-11-18,Opera,91520
2016-11-18,Amazon Silk,70913
2016-11-18,Opera Mini,53185
2016-11-18,UC Browser,38110
2016-11-18,BlackBerry,12307
2016-11-18,ELB-HealthChecker,11218
2016-11-18,YaBrowser,9486
2016-11-18,Mozilla Compatible Agent,4470
2016-11-18,Maxthon,4136
2016-11-18,Coc Coc,3371
2016-11-18,SeaMonkey,2468
2016-11-18,Iron,931
2016-11-18,MRCHROME,798
2016-11-18,Nokia Browser,774
2016-11-18,IE with Chrome Frame,735
2016-11-18,pa11y,513
2016-11-18,Mozilla,486
2016-11-18,Nintendo Browser,358
2016-11-18,NetFront,291
2016-11-18,Playstation Vita Browser,222
2016-11-18,Netscape,210
2016-11-18,Playstation 3,209
2016-11-18,ios-app,196
2016-11-18,Tracker,179
2016-11-18,YE,158
2016-11-18,Nichrome,150
2016-11-18,DDG-Android-3.0.14,146
2016-11-18,Caremark iPhone,120
2016-11-18,Android Runtime,108
2016-11-19,Chrome,6971006
2016-11-19,Safari,4836031
2016-11-19,Internet Explorer,1286577
2016-11-19,Firefox,1116238
2016-11-19,Edge,599913
2016-11-19,Safari (in-app),317710
2016-11-19,Android Browser,123890
2016-11-19,Opera,80794
2016-11-19,Amazon Silk,68374
2016-11-19,Opera Mini,49639
2016-11-19,UC Browser,35215
2016-11-19,ELB-HealthChecker,11315
2016-11-19,BlackBerry,10567
2016-11-19,YaBrowser,8730
2016-11-19,Mozilla Compatible Agent,3472
2016-11-19,Maxthon,3381
2016-11-19,Coc Coc,2977
2016-11-19,SeaMonkey,1968
2016-11-19,Iron,755
2016-11-19,MRCHROME,753
2016-11-19,Nokia Browser,668
2016-11-19,Nintendo Browser,350
2016-11-19,Mozilla,290
2016-11-19,NetFront,268
2016-11-19,IE with Chrome Frame,237
2016-11-19,Playstation 3,183
2016-11-19,Playstation Vita Browser,171
2016-11-19,Nichrome,162
2016-11-19,Tracker,162
2016-11-19,ios-app,148
2016-11-19,DDG-Android-3.0.14,146
2016-11-19,Netscape,142
2016-11-19,YE,130
2016-11-19,YelpWebView,116
2016-11-19,Caremark iPhone,104
2016-11-20,Chrome,7245102
2016-11-20,Safari,4640024
2016-11-20,Internet Explorer,1263007
2016-11-20,Firefox,1153985
2016-11-20,Edge,653063
2016-11-20,Safari (in-app),375891
2016-11-20,Android Browser,125542
2016-11-20,Opera,82132
2016-11-20,Amazon Silk,69529
2016-11-20,Opera Mini,56110
2016-11-20,UC Browser,39581
2016-11-20,ELB-HealthChecker,11288
2016-11-20,BlackBerry,10580
2016-11-20,YaBrowser,8856
2016-11-20,Maxthon,3877
2016-11-20,Coc Coc,3340
2016-11-20,Mozilla Compatible Agent,3143
2016-11-20,SeaMonkey,1787
2016-11-20,Iron,737
2016-11-20,MRCHROME,730
2016-11-20,Nokia Browser,671
2016-11-20,Nintendo Browser,402
2016-11-20,Mozilla,341
2016-11-20,NetFront,289
2016-11-20,IE with Chrome Frame,259
2016-11-20,Playstation 3,208
2016-11-20,Tracker,174
2016-11-20,Netscape,168
2016-11-20,Nichrome,168
2016-11-20,Playstation Vita Browser,162
2016-11-20,DDG-Android-3.0.14,151
2016-11-20,YE,129
2016-11-20,Caremark iPhone,101
2016-11-21,Chrome,12865109
2016-11-21,Safari,6374575
2016-11-21,Internet Explorer,5158559
2016-11-21,Firefox,2204875
2016-11-21,Edge,973290
2016-11-21,Safari (in-app),373450
2016-11-21,Android Browser,146587
2016-11-21,Opera,95700
2016-11-21,Amazon Silk,72696
2016-11-21,Opera Mini,64085
2016-11-21,UC Browser,42824
2016-11-21,BlackBerry,12861
2016-11-21,ELB-HealthChecker,11221
2016-11-21,YaBrowser,9347
2016-11-21,Maxthon,5075
2016-11-21,Mozilla Compatible Agent,4529
2016-11-21,Coc Coc,4140
2016-11-21,SeaMonkey,2654
2016-11-21,Iron,883
2016-11-21,IE with Chrome Frame,879
2016-11-21,MRCHROME,787
2016-11-21,Nokia Browser,727
2016-11-21,Mozilla,445
2016-11-21,Nintendo Browser,371
2016-11-21,NetFront,302
2016-11-21,Playstation 3,207
2016-11-21,ios-app,202
2016-11-21,Playstation Vita Browser,183
2016-11-21,Nichrome,177
2016-11-21,Tracker,176
2016-11-21,DDG-Android-3.0.14,171
2016-11-21,YE,168
2016-11-21,Netscape,155
2016-11-21,Caremark iPhone,142
2016-11-21,YelpWebView,106
2016-11-22,Chrome,12175225
2016-11-22,Safari,6143410
